rating,review
5,Excellent phoneREAD MORE
5,Super mobile i use it 1 monthREAD MORE
5,"Superb functions, fantastic camera QualityREAD MORE"
2,It's very costly......you could go for iphone 13 which is way cheaper than this if you want for personal use. Waste of money only for show off is not cool.READ MORE
5,"Got delivered today, just awesome phoneREAD MORE"
1,I got new iPhone 14 pro max and now having issue with camera problem in 2 daysREAD MORE
5,"The Apple iPhone 14 Pro Max is an exceptional flagship device that redefines smartphone excellence. Its stunning design features a sleek and premium build, showcasing Apple's craftsmanship. The vibrant and immersive Super Retina XDR display offers incredible clarity and color accuracy. The A16 Bionic chip ensures lightning-fast performance and seamless multitasking. The camera system is truly impressive, capturing breathtaking photos and videos with its advanced sensors and computational phot...READ MORE"
5,Thanks khatu wale🙏 Thank you so much Mahadev🙏. Finally i got my iphone 14 pro max😘READ MORE
5,Great phone . I have purchased this for full day use . This is the only phone you can completely depend on .READ MORE
5,Amazing phoneREAD MORE
5,GoodREAD MORE
5,"I ordered and got 1 day delivery with unboxing in front of me. The product is too good as in looks, usage, battery backup, everything is goood.READ MORE"
5,iphone 14 pro max Its to good and super fast phone thank you .😍🫶🏻READ MORE
5,Excellent. Go for it.READ MORE
5,The phone is amazing and thank you Flipkart for the safe and timely delivery 😍READ MORE
5,One of the best phone ever seenREAD MORE
1,The day we have purchased. It has is freezing in between the apps.READ MORE
5,"Super 👍👍👌👌👌, Tq Flipkart for fast delivery and genuine product.READ MORE"
5,Just Awesome 👍READ MORE
5,goodREAD MORE
5,Brilliant phone as always by APPLE. Thing i like the most about iPhones are the camera and the app supportREAD MORE
5,Awsome mobile just awsomeREAD MORE
5,I was really disappointed with it night video and feel slightly buzzy video while moveing . Overall i give it 7/10. People also go for galaxy 23ultra but  iphone is apples of eye✌️READ MORE
5,Perfect in all aspectsREAD MORE
5,Good oneREAD MORE
5,Very GoodREAD MORE
5,Beast at its best..READ MORE
5,This i rumor that not to buy with flipkart or online i recieve a fres product and with offeres in flipkart its is east to buy iphone 14 promaxREAD MORE
5,"Upgraded from SE to 14PM, top notch performance, camera and battery lasts for 2 days with average usage and for heavy users still 30% at EOD.READ MORE"
5,Everything is awesome 😎READ MORE
5,"iPhone 14 pro max is ultimate, enjoying dynamic island, performance is superb awesome mobile, highly recommended.READ MORE"
3,Not happy      Little good not extra ordinaryREAD MORE
5,Best in classREAD MORE
5,Nice product by PIYUSH BONDREAD MORE
5,Experiencing the Awsome!READ MORE
5,"Not impressed with the camera, build quality is awesome, look wise superb. but i think if you have more than 1 lakh budget, then blindly go for samsung s23 ultra.READ MORE"
5,Very goodREAD MORE
5,Awesome as always.READ MORE
5,Awesome phone ❤️READ MORE
1,Very heavy not looking goodREAD MORE
4,Premium lookREAD MORE
5,Very very outstanding productREAD MORE
5,Excellent productREAD MORE
5,Fast delivery and awesome product. Thanks to flipkartREAD MORE
5,Nice phone  My first Apple I phoneREAD MORE
5,After Using For 1 Week The Camera Of This Phone is Awesome and The Performance of this phone is on the next level Currently not any brand Provide this type of Gaming Experience i was literally Shocked after Playing games and the gaming sensitivity of this is phone is So high.i Using Midrange Phone of Oneplus for almost 2 Years but after using this phone really Worth it Apple ios is far better than any other android OSREAD MORE
5,"Love the camera, best in the market, value for money, using iPhone 14 pro Max since last one monthREAD MORE"
2,i used this mobile as secondry device ... with in one month lourd speake not working ...READ MORE
5,Very niceREAD MORE
5,As always satisfactory product from AppleIt was an open box delivery but agent refused to open the box before otp sharing even I showed him the open box delivery screenshotPackaging was good and I was happy to find the product intact in every aspectREAD MORE
5,I am very happy with my mobileREAD MORE
5,Amazing 😍 No Words For ThisREAD MORE
5,Fully satisfiedREAD MORE
5,"Very much good, i am impressed with my choiceThank you flipkart for such a good responseREAD MORE"
5,OkREAD MORE
5,Very very niceREAD MORE
5,Vary GoodREAD MORE
5,Amazing experience with great features and design and cameraREAD MORE
5,very nice product   fast workingthanx for Flipkart for fast deliveryREAD MORE
5,Great product at awesome price and a bigger brand to show offREAD MORE
5,Extreme PhoneREAD MORE
4,Very good 😊READ MORE
5,Just love itREAD MORE
1,I got new iPhone 14 pro max and now having issue with camera problem in 2 daysREAD MORE
5,Experiencing the Awsome!READ MORE
5,Got current month Manufactured phone.Thanks Flipkart.READ MORE
5,AwesomeREAD MORE
5,Good productREAD MORE
5,Tnq flipkart given original product..READ MORE
5,Great experienceREAD MORE
5,Phone is great  Cam 10/10Battery 10/10Display 10/10Software 10/10 Im 100% satisfied with this phoneREAD MORE
5,The phone is amazing and thank you Flipkart for the safe and timely delivery 😍READ MORE
5,Simply amazingREAD MORE
5,Awsum Perfect product from apple 👍🏼READ MORE
5,AwesomeREAD MORE
5,Very goodREAD MORE
